scenario,layout,seed,method,reward,power,predicted_reward,test_wind_speed,test_wind_direction,train_wind_speed_min,train_wind_speed_max,train_wind_direction_min,train_wind_direction_max,n_turbines
Scenario 2,Turb10_Row1_Floris,2,GraphPFN,155.20519065856934,810.3010868095861,395.8427734375,8.0,270.0,4.849485397338867,9.661709785461426,216.28810119628906,319.146728515625,10
Scenario 1,Turb11_Row1_Floris,0,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,0,Random,159.2105439901352,914.6643022996486,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,0,GP,172.312349319458,989.8076265836835,168.2394543016838,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,0,TabPFN-Fallback,175.1855753660202,1006.1435217930302,164.42251156270504,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,0,GraphPFN,154.6457178592682,888.4507074475831,156.85816955566406,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 2,Turb11_Row1_Floris,0,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,3.4819211959838867,9.5352783203125,223.4993896484375,294.57366943359375,11
Scenario 2,Turb11_Row1_Floris,0,Random,159.2105439901352,914.6643022996486,,8.0,270.0,3.4819211959838867,9.5352783203125,223.4993896484375,294.57366943359375,11
Scenario 2,Turb11_Row1_Floris,0,GP,166.43807554244995,955.9875842479704,437.6775934896307,8.0,270.0,3.4819211959838867,9.5352783203125,223.4993896484375,294.57366943359375,11
Scenario 2,Turb11_Row1_Floris,0,TabPFN-Fallback,153.55591320991516,882.7549700535819,247.8848244547845,8.0,270.0,3.4819211959838867,9.5352783203125,223.4993896484375,294.57366943359375,11
Scenario 2,Turb11_Row1_Floris,0,GraphPFN,152.92628502845764,878.6701238110004,375.07958984375,8.0,270.0,3.4819211959838867,9.5352783203125,223.4993896484375,294.57366943359375,11
Scenario 1,Turb11_Row1_Floris,1,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,1,Random,151.91517055034637,872.707829186762,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,1,GP,172.5758842229843,991.2677471124905,171.8825257481621,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,1,TabPFN-Fallback,170.94716489315033,981.9556779107731,165.09874280293778,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,1,GraphPFN,158.64540553092957,911.3816182185449,156.44241333007812,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 2,Turb11_Row1_Floris,1,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,4.269207954406738,9.591336250305176,232.21974182128906,312.7274475097656,11
Scenario 2,Turb11_Row1_Floris,1,Random,151.91517055034637,872.707829186762,,8.0,270.0,4.269207954406738,9.591336250305176,232.21974182128906,312.7274475097656,11
Scenario 2,Turb11_Row1_Floris,1,GP,151.91517055034637,872.707829186762,422.8734866090965,8.0,270.0,4.269207954406738,9.591336250305176,232.21974182128906,312.7274475097656,11
Scenario 2,Turb11_Row1_Floris,1,TabPFN-Fallback,155.67328536510468,894.2234102337106,229.79266621669123,8.0,270.0,4.269207954406738,9.591336250305176,232.21974182128906,312.7274475097656,11
Scenario 2,Turb11_Row1_Floris,1,GraphPFN,157.32158184051514,903.8515779702898,381.95001220703125,8.0,270.0,4.269207954406738,9.591336250305176,232.21974182128906,312.7274475097656,11
Scenario 1,Turb11_Row1_Floris,2,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,2,Random,152.50058460235596,876.3775064502533,,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,2,GP,161.9681580066681,930.446634648771,161.9230822361674,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,2,TabPFN-Fallback,173.15562796592712,994.4637611326627,158.6557580679655,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 1,Turb11_Row1_Floris,2,GraphPFN,155.90546083450317,895.7826680562209,155.1919708251953,8.0,270.0,8.0,8.0,270.0,270.0,11
Scenario 2,Turb11_Row1_Floris,2,Do-Nothing,151.40993762016296,869.6979297459562,,8.0,270.0,4.369828224182129,9.140486717224121,226.77932739257812,296.8761291503906,11
Scenario 2,Turb11_Row1_Floris,2,Random,152.50058460235596,876.3775064502533,,8.0,270.0,4.369828224182129,9.140486717224121,226.77932739257812,296.8761291503906,11
Scenario 2,Turb11_Row1_Floris,2,GP,157.84325218200684,906.7050927349128,434.4644662180572,8.0,270.0,4.369828224182129,9.140486717224121,226.77932739257812,296.8761291503906,11
Scenario 2,Turb11_Row1_Floris,2,TabPFN-Fallback,154.5044823884964,887.5093395235233,290.924294302861,8.0,270.0,4.369828224182129,9.140486717224121,226.77932739257812,296.8761291503906,11
Scenario 2,Turb11_Row1_Floris,2,GraphPFN,153.8192721605301,883.93841416984,402.79986572265625,8.0,270.0,4.369828224182129,9.140486717224121,226.77932739257812,296.8761291503906,11
Scenario 1,Turb12_Row1_Floris,0,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,0,Random,159.37022924423218,999.1961463372038,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,0,GP,163.72663795948029,1026.4095946360312,164.86097208502323,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,0,TabPFN-Fallback,164.46910166740417,1031.1365601471118,159.1732560793559,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,0,GraphPFN,152.18261110782623,954.2972336846551,154.4071044921875,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 2,Turb12_Row1_Floris,0,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,4.2750725746154785,9.119462013244629,222.6939239501953,286.89776611328125,12
Scenario 2,Turb12_Row1_Floris,0,Random,159.37022924423218,999.1961463372038,,8.0,270.0,4.2750725746154785,9.119462013244629,222.6939239501953,286.89776611328125,12
Scenario 2,Turb12_Row1_Floris,0,GP,155.2218940258026,973.244524521525,421.8644546155654,8.0,270.0,4.2750725746154785,9.119462013244629,222.6939239501953,286.89776611328125,12
Scenario 2,Turb12_Row1_Floris,0,TabPFN-Fallback,151.87643867731094,952.6812646930354,232.8905350963274,8.0,270.0,4.2750725746154785,9.119462013244629,222.6939239501953,286.89776611328125,12
Scenario 2,Turb12_Row1_Floris,0,GraphPFN,152.48113548755646,956.2874213478244,379.80389404296875,8.0,270.0,4.2750725746154785,9.119462013244629,222.6939239501953,286.89776611328125,12
Scenario 1,Turb12_Row1_Floris,1,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,1,Random,149.88849365711212,939.8399751276054,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,1,GP,168.808624625206,1058.2949921580112,168.80862378518475,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,1,TabPFN-Fallback,163.42617273330688,1024.5324897702192,158.3447939256827,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,1,GraphPFN,151.3683112859726,949.5115652778504,153.6259765625,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 2,Turb12_Row1_Floris,1,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,5.381954193115234,9.364736557006836,229.61468505859375,320.95794677734375,12
Scenario 2,Turb12_Row1_Floris,1,Random,149.88849365711212,939.8399751276054,,8.0,270.0,5.381954193115234,9.364736557006836,229.61468505859375,320.95794677734375,12
Scenario 2,Turb12_Row1_Floris,1,GP,150.13020956516266,941.4090856602407,441.6255795383295,8.0,270.0,5.381954193115234,9.364736557006836,229.61468505859375,320.95794677734375,12
Scenario 2,Turb12_Row1_Floris,1,TabPFN-Fallback,152.39150249958038,956.0709395819704,279.9351011415323,8.0,270.0,5.381954193115234,9.364736557006836,229.61468505859375,320.95794677734375,12
Scenario 2,Turb12_Row1_Floris,1,GraphPFN,155.70991218090057,976.4799670879675,390.54425048828125,8.0,270.0,5.381954193115234,9.364736557006836,229.61468505859375,320.95794677734375,12
Scenario 1,Turb12_Row1_Floris,2,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,2,Random,150.51295351982117,944.0633185476539,,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,2,GP,166.40271425247192,1043.0855396444224,162.2368640725684,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,2,TabPFN-Fallback,170.68191170692444,1069.9483210973879,160.82970498005548,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 1,Turb12_Row1_Floris,2,GraphPFN,157.00280332565308,984.3444974741477,154.32623291015625,8.0,270.0,8.0,8.0,270.0,270.0,12
Scenario 2,Turb12_Row1_Floris,2,Do-Nothing,149.30579376220703,936.0774073920564,,8.0,270.0,6.137986660003662,9.33950424194336,227.5634765625,306.0284118652344,12
Scenario 2,Turb12_Row1_Floris,2,Random,150.51295351982117,944.0633185476539,,8.0,270.0,6.137986660003662,9.33950424194336,227.5634765625,306.0284118652344,12
Scenario 2,Turb12_Row1_Floris,2,GP,150.51295351982117,944.0633185476539,456.5491606859759,8.0,270.0,6.137986660003662,9.33950424194336,227.5634765625,306.0284118652344,12
Scenario 2,Turb12_Row1_Floris,2,TabPFN-Fallback,150.81372964382172,945.6772372201498,243.71377324064582,8.0,270.0,6.137986660003662,9.33950424194336,227.5634765625,306.0284118652344,12
Scenario 2,Turb12_Row1_Floris,2,GraphPFN,157.00280332565308,984.3444974741477,406.2153015136719,8.0,270.0,6.137986660003662,9.33950424194336,227.5634765625,306.0284118652344,12
Scenario 1,Turb16_Row5_Floris,0,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,0,Random,339.4802668094635,2798.0376929410327,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,0,GP,341.2902150154114,2813.079810529991,341.2902210415807,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,0,TabPFN-Fallback,340.0314905643463,2802.682156607203,340.5588447252909,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,0,GraphPFN,340.40070700645447,2805.8120356840477,339.75408935546875,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 2,Turb16_Row5_Floris,0,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,4.60479736328125,9.238421440124512,240.52224731445312,306.53387451171875,16
Scenario 2,Turb16_Row5_Floris,0,Random,339.4802668094635,2798.0376929410327,,8.0,270.0,4.60479736328125,9.238421440124512,240.52224731445312,306.53387451171875,16
Scenario 2,Turb16_Row5_Floris,0,GP,338.9655394554138,2793.91566007099,478.7704724133113,8.0,270.0,4.60479736328125,9.238421440124512,240.52224731445312,306.53387451171875,16
Scenario 2,Turb16_Row5_Floris,0,TabPFN-Fallback,340.27058935165405,2804.7143079784396,462.3082169493037,8.0,270.0,4.60479736328125,9.238421440124512,240.52224731445312,306.53387451171875,16
Scenario 2,Turb16_Row5_Floris,0,GraphPFN,340.40070700645447,2805.8120356840477,455.8006286621094,8.0,270.0,4.60479736328125,9.238421440124512,240.52224731445312,306.53387451171875,16
Scenario 1,Turb16_Row5_Floris,1,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,1,Random,339.5010075569153,2798.2756643739745,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,1,GP,341.5435013771057,2815.0892839672733,341.54348744887,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,1,TabPFN-Fallback,341.2480661869049,2812.7074644221034,340.6073825756709,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,1,GraphPFN,339.5196192264557,2798.4426018387458,339.52154541015625,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 2,Turb16_Row5_Floris,1,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,5.65562629699707,8.904255867004395,215.7742919921875,320.95794677734375,16
Scenario 2,Turb16_Row5_Floris,1,Random,339.5010075569153,2798.2756643739745,,8.0,270.0,5.65562629699707,8.904255867004395,215.7742919921875,320.95794677734375,16
Scenario 2,Turb16_Row5_Floris,1,GP,340.85398507118225,2809.4454352030075,487.6543033684864,8.0,270.0,5.65562629699707,8.904255867004395,215.7742919921875,320.95794677734375,16
Scenario 2,Turb16_Row5_Floris,1,TabPFN-Fallback,340.12136816978455,2803.3802446198174,472.5342346628507,8.0,270.0,5.65562629699707,8.904255867004395,215.7742919921875,320.95794677734375,16
Scenario 2,Turb16_Row5_Floris,1,GraphPFN,339.31228160858154,2796.8701779590174,455.83880615234375,8.0,270.0,5.65562629699707,8.904255867004395,215.7742919921875,320.95794677734375,16
Scenario 1,Turb16_Row5_Floris,2,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,2,Random,340.25142073631287,2804.597602124139,,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,2,GP,341.1231052875519,2811.5787700733454,340.43209407595543,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,2,TabPFN-Fallback,340.5938792228699,2807.2047795904837,340.52756457527477,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 1,Turb16_Row5_Floris,2,GraphPFN,340.1764991283417,2803.8406943670243,339.7654724121094,8.0,270.0,8.0,8.0,270.0,270.0,16
Scenario 2,Turb16_Row5_Floris,2,Do-Nothing,338.05656719207764,2785.972898226248,,8.0,270.0,4.883732318878174,9.24935245513916,235.232666015625,319.146728515625,16
Scenario 2,Turb16_Row5_Floris,2,Random,340.25142073631287,2804.597602124139,,8.0,270.0,4.883732318878174,9.24935245513916,235.232666015625,319.146728515625,16
Scenario 2,Turb16_Row5_Floris,2,GP,340.25142073631287,2804.597602124139,477.8804817433341,8.0,270.0,4.883732318878174,9.24935245513916,235.232666015625,319.146728515625,16
Scenario 2,Turb16_Row5_Floris,2,TabPFN-Fallback,338.6863305568695,2791.461754798819,458.93389246861136,8.0,270.0,4.883732318878174,9.24935245513916,235.232666015625,319.146728515625,16
Scenario 2,Turb16_Row5_Floris,2,GraphPFN,339.2804961204529,2796.3923554519265,459.3099670410156,8.0,270.0,4.883732318878174,9.24935245513916,235.232666015625,319.146728515625,16
Scenario 1,Turb2_Row1_Floris,0,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,0,Random,296.58068573474884,306.4335754519911,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,0,GP,296.7891710996628,306.6648791739318,296.6969741740468,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,0,TabPFN-Fallback,296.98355078697205,306.84898950085,296.63783956880167,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,0,GraphPFN,296.55266535282135,306.4335754519911,296.3970031738281,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 2,Turb2_Row1_Floris,0,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,4.60479736328125,9.282832145690918,225.9298095703125,310.0478515625,2
Scenario 2,Turb2_Row1_Floris,0,Random,296.58068573474884,306.4335754519911,,8.0,270.0,4.60479736328125,9.282832145690918,225.9298095703125,310.0478515625,2
Scenario 2,Turb2_Row1_Floris,0,GP,296.55266535282135,306.4335754519911,446.12855483961215,8.0,270.0,4.60479736328125,9.282832145690918,225.9298095703125,310.0478515625,2
Scenario 2,Turb2_Row1_Floris,0,TabPFN-Fallback,296.55266535282135,306.4335754519911,349.6688735182796,8.0,270.0,4.60479736328125,9.282832145690918,225.9298095703125,310.0478515625,2
Scenario 2,Turb2_Row1_Floris,0,GraphPFN,296.55266535282135,306.4335754519911,431.2621765136719,8.0,270.0,4.60479736328125,9.282832145690918,225.9298095703125,310.0478515625,2
Scenario 1,Turb2_Row1_Floris,1,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,1,Random,295.92993211746216,305.7044594452997,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,1,GP,296.9079740047455,306.7795911934402,296.98890033944923,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,1,TabPFN-Fallback,296.9775311946869,306.84440709626296,296.78383344569517,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,1,GraphPFN,296.2049025297165,306.0971219639751,296.3705139160156,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 2,Turb2_Row1_Floris,1,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,5.771753311157227,8.911274909973145,220.6754150390625,312.3567810058594,2
Scenario 2,Turb2_Row1_Floris,1,Random,295.92993211746216,305.7044594452997,,8.0,270.0,5.771753311157227,8.911274909973145,220.6754150390625,312.3567810058594,2
Scenario 2,Turb2_Row1_Floris,1,GP,296.2049025297165,306.0971219639751,441.07918864131113,8.0,270.0,5.771753311157227,8.911274909973145,220.6754150390625,312.3567810058594,2
Scenario 2,Turb2_Row1_Floris,1,TabPFN-Fallback,296.2049025297165,306.0971219639751,345.43566558957104,8.0,270.0,5.771753311157227,8.911274909973145,220.6754150390625,312.3567810058594,2
Scenario 2,Turb2_Row1_Floris,1,GraphPFN,295.9096928834915,305.69372422308277,423.88427734375,8.0,270.0,5.771753311157227,8.911274909973145,220.6754150390625,312.3567810058594,2
Scenario 1,Turb2_Row1_Floris,2,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,2,Random,296.2049025297165,306.0971219639751,,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,2,GP,296.9791795015335,306.8457940132832,296.9199278717632,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,2,TabPFN-Fallback,296.76891589164734,306.62448350784706,296.7090376161198,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 1,Turb2_Row1_Floris,2,GraphPFN,296.55266535282135,306.4335754519911,296.39434814453125,8.0,270.0,8.0,8.0,270.0,270.0,2
Scenario 2,Turb2_Row1_Floris,2,Do-Nothing,296.28914642333984,306.0550218783376,,8.0,270.0,4.725892066955566,9.363155364990234,221.170654296875,319.146728515625,2
Scenario 2,Turb2_Row1_Floris,2,Random,296.2049025297165,306.0971219639751,,8.0,270.0,4.725892066955566,9.363155364990234,221.170654296875,319.146728515625,2
Scenario 2,Turb2_Row1_Floris,2,GP,296.03134739398956,305.8089471346763,436.2895549135068,8.0,270.0,4.725892066955566,9.363155364990234,221.170654296875,319.146728515625,2
Scenario 2,Turb2_Row1_Floris,2,TabPFN-Fallback,296.58068573474884,306.4335754519911,322.0413574794927,8.0,270.0,4.725892066955566,9.363155364990234,221.170654296875,319.146728515625,2
Scenario 2,Turb2_Row1_Floris,2,GraphPFN,296.58068573474884,306.4335754519911,440.0857238769531,8.0,270.0,4.725892066955566,9.363155364990234,221.170654296875,319.146728515625,2
Scenario 1,Turb32_Row5_Floris,0,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,0,Random,315.9916298389435,5213.496253692469,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,0,GP,318.2515323162079,5250.766536527008,318.2382048174443,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,0,TabPFN-Fallback,317.7781660556793,5242.92092985921,317.1089111566545,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,0,GraphPFN,316.1936948299408,5217.06966717683,316.20904541015625,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb32_Row5_Floris,0,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb32_Row5_Floris,0,Random,315.9916298389435,5213.496253692469,,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb32_Row5_Floris,0,GP,315.9916298389435,5213.496253692469,459.82305908203125,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb32_Row5_Floris,0,TabPFN-Fallback,316.7529811859131,5226.184674673531,460.44321711858095,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb32_Row5_Floris,0,GraphPFN,316.1936948299408,5217.06966717683,460.33331298828125,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 1,Turb32_Row5_Floris,1,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,1,Random,315.70940113067627,5208.970526332507,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,1,GP,317.6821348667145,5241.63297954494,317.24547844559095,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,1,TabPFN-Fallback,315.43408465385437,5204.3333499530445,316.92971477905905,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,1,GraphPFN,314.97122049331665,5196.743600120566,315.83770751953125,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb32_Row5_Floris,1,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb32_Row5_Floris,1,Random,315.70940113067627,5208.970526332507,,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb32_Row5_Floris,1,GP,315.70940113067627,5208.970526332507,443.15936279296875,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb32_Row5_Floris,1,TabPFN-Fallback,316.5390088558197,5222.60367902452,437.1937191486358,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb32_Row5_Floris,1,GraphPFN,316.9387197494507,5229.254428652296,443.84185791015625,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 1,Turb32_Row5_Floris,2,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,2,Random,315.6048815250397,5207.301087728005,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,2,GP,318.96863293647766,5262.695178702966,318.9491814033197,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,2,TabPFN-Fallback,316.9908800125122,5230.242055694974,317.15618870655703,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb32_Row5_Floris,2,GraphPFN,315.37034344673157,5203.371095237661,315.9827575683594,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb32_Row5_Floris,2,Do-Nothing,313.8680603504181,5177.97715919699,,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb32_Row5_Floris,2,Random,315.6048815250397,5207.301087728005,,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb32_Row5_Floris,2,GP,315.6048815250397,5207.301087728005,449.9284362792969,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
