scenario,layout,seed,method,reward,power,predicted_reward,test_wind_speed,test_wind_direction,train_wind_speed_min,train_wind_speed_max,train_wind_direction_min,train_wind_direction_max,n_turbines
Scenario 2,Turb32_Row5_Floris,2,TabPFN-Fallback,315.1485447883606,5199.776671683286,467.2927331527074,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb32_Row5_Floris,2,GraphPFN,316.2423985004425,5217.883919789551,450.4927978515625,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 1,Turb3_Row1_Floris,0,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,0,Random,228.7167774438858,355.5758698509634,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,0,GP,232.82898223400116,362.1020832064184,234.77505748694387,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,0,TabPFN-Fallback,232.65803515911102,361.81005404133293,232.2677509052889,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,0,GraphPFN,232.65803515911102,361.81005404133293,229.54910278320312,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 2,Turb3_Row1_Floris,0,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,3.7374649047851562,9.454262733459473,222.6939239501953,310.0478515625,3
Scenario 2,Turb3_Row1_Floris,0,Random,228.7167774438858,355.5758698509634,,8.0,270.0,3.7374649047851562,9.454262733459473,222.6939239501953,310.0478515625,3
Scenario 2,Turb3_Row1_Floris,0,GP,230.22693407535553,358.10212371417504,467.57889154796726,8.0,270.0,3.7374649047851562,9.454262733459473,222.6939239501953,310.0478515625,3
Scenario 2,Turb3_Row1_Floris,0,TabPFN-Fallback,230.22693407535553,358.10212371417504,317.3900887290637,8.0,270.0,3.7374649047851562,9.454262733459473,222.6939239501953,310.0478515625,3
Scenario 2,Turb3_Row1_Floris,0,GraphPFN,232.62806975841522,361.81005404133293,429.0444641113281,8.0,270.0,3.7374649047851562,9.454262733459473,222.6939239501953,310.0478515625,3
Scenario 1,Turb3_Row1_Floris,1,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,1,Random,229.75384771823883,357.14994280290756,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,1,GP,232.62806975841522,361.81005404133293,233.0994833034518,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,1,TabPFN-Fallback,232.86324632167816,362.1298049191919,232.4180424617977,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,1,GraphPFN,230.43121528625488,358.4427565391891,229.6416778564453,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 2,Turb3_Row1_Floris,1,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,5.618945121765137,9.937406539916992,215.77674865722656,300.478759765625,3
Scenario 2,Turb3_Row1_Floris,1,Random,229.75384771823883,357.14994280290756,,8.0,270.0,5.618945121765137,9.937406539916992,215.77674865722656,300.478759765625,3
Scenario 2,Turb3_Row1_Floris,1,GP,228.69294464588165,355.5324708006991,427.1356049880835,8.0,270.0,5.618945121765137,9.937406539916992,215.77674865722656,300.478759765625,3
Scenario 2,Turb3_Row1_Floris,1,TabPFN-Fallback,228.7167774438858,355.5758698509634,278.663775231441,8.0,270.0,5.618945121765137,9.937406539916992,215.77674865722656,300.478759765625,3
Scenario 2,Turb3_Row1_Floris,1,GraphPFN,232.7641509771347,361.973938001331,413.8534240722656,8.0,270.0,5.618945121765137,9.937406539916992,215.77674865722656,300.478759765625,3
Scenario 1,Turb3_Row1_Floris,2,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,2,Random,230.22693407535553,358.10212371417504,,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,2,GP,232.62806975841522,361.81005404133293,233.60298366178898,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,2,TabPFN-Fallback,232.62806975841522,361.81005404133293,231.7640473882594,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 1,Turb3_Row1_Floris,2,GraphPFN,232.62806975841522,361.81005404133293,229.88330078125,8.0,270.0,8.0,8.0,270.0,270.0,3
Scenario 2,Turb3_Row1_Floris,2,Do-Nothing,227.83139741420746,354.13161058755776,,8.0,270.0,5.616566181182861,9.363155364990234,239.9033660888672,305.994140625,3
Scenario 2,Turb3_Row1_Floris,2,Random,230.22693407535553,358.10212371417504,,8.0,270.0,5.616566181182861,9.363155364990234,239.9033660888672,305.994140625,3
Scenario 2,Turb3_Row1_Floris,2,GP,229.21664440631866,356.52772799310077,422.6898617466053,8.0,270.0,5.616566181182861,9.363155364990234,239.9033660888672,305.994140625,3
Scenario 2,Turb3_Row1_Floris,2,TabPFN-Fallback,230.19429075717926,358.10212371417504,263.3872566133736,8.0,270.0,5.616566181182861,9.363155364990234,239.9033660888672,305.994140625,3
Scenario 2,Turb3_Row1_Floris,2,GraphPFN,232.62806975841522,361.81005404133293,392.4599609375,8.0,270.0,5.616566181182861,9.363155364990234,239.9033660888672,305.994140625,3
Scenario 1,Turb4_Row1_Floris,0,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,0,Random,199.6074299812317,414.540471862875,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,0,GP,207.3880181312561,430.8258245267306,207.38543731709998,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,0,TabPFN-Fallback,207.36176824569702,430.8258245267306,205.84752246359034,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,0,GraphPFN,203.60883605480194,422.88816282875774,201.27798461914062,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 2,Turb4_Row1_Floris,0,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,4.60479736328125,9.282832145690918,231.96730041503906,309.2051696777344,4
Scenario 2,Turb4_Row1_Floris,0,Random,199.6074299812317,414.540471862875,,8.0,270.0,4.60479736328125,9.282832145690918,231.96730041503906,309.2051696777344,4
Scenario 2,Turb4_Row1_Floris,0,GP,199.6074299812317,414.540471862875,406.9136047363281,8.0,270.0,4.60479736328125,9.282832145690918,231.96730041503906,309.2051696777344,4
Scenario 2,Turb4_Row1_Floris,0,TabPFN-Fallback,203.35667967796326,422.37562577222917,260.96249239146755,8.0,270.0,4.60479736328125,9.282832145690918,231.96730041503906,309.2051696777344,4
Scenario 2,Turb4_Row1_Floris,0,GraphPFN,203.60883605480194,422.88816282875774,408.0755310058594,8.0,270.0,4.60479736328125,9.282832145690918,231.96730041503906,309.2051696777344,4
Scenario 1,Turb4_Row1_Floris,1,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,1,Random,200.32361507415771,415.9437002665773,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,1,GP,207.3897293806076,430.8293150691436,210.183368330807,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,1,TabPFN-Fallback,207.3880181312561,430.8258245267306,206.87485755022084,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,1,GraphPFN,201.60351312160492,418.9272070010951,201.78268432617188,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 2,Turb4_Row1_Floris,1,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,5.880454063415527,9.443155288696289,224.98291015625,327.43133544921875,4
Scenario 2,Turb4_Row1_Floris,1,Random,200.32361507415771,415.9437002665773,,8.0,270.0,5.880454063415527,9.443155288696289,224.98291015625,327.43133544921875,4
Scenario 2,Turb4_Row1_Floris,1,GP,200.13474869728088,415.6000275289979,410.34649168339854,8.0,270.0,5.880454063415527,9.443155288696289,224.98291015625,327.43133544921875,4
Scenario 2,Turb4_Row1_Floris,1,TabPFN-Fallback,202.81748139858246,421.55289041409276,297.31671641767,8.0,270.0,5.880454063415527,9.443155288696289,224.98291015625,327.43133544921875,4
Scenario 2,Turb4_Row1_Floris,1,GraphPFN,203.35667967796326,422.37562577222917,402.54937744140625,8.0,270.0,5.880454063415527,9.443155288696289,224.98291015625,327.43133544921875,4
Scenario 1,Turb4_Row1_Floris,2,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,2,Random,200.6476081609726,416.8440543462178,,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,2,GP,207.42668545246124,430.90576002767006,208.5588397198197,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,2,TabPFN-Fallback,207.3880181312561,430.8258245267306,205.66476033313415,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 1,Turb4_Row1_Floris,2,GraphPFN,207.3880181312561,430.8258245267306,201.8875274658203,8.0,270.0,8.0,8.0,270.0,270.0,4
Scenario 2,Turb4_Row1_Floris,2,Do-Nothing,198.49665296077728,412.1294777345716,,8.0,270.0,4.883732318878174,9.661709785461426,229.3544158935547,319.146728515625,4
Scenario 2,Turb4_Row1_Floris,2,Random,200.6476081609726,416.8440543462178,,8.0,270.0,4.883732318878174,9.661709785461426,229.3544158935547,319.146728515625,4
Scenario 2,Turb4_Row1_Floris,2,GP,199.6074299812317,414.540471862875,480.06563990624977,8.0,270.0,4.883732318878174,9.661709785461426,229.3544158935547,319.146728515625,4
Scenario 2,Turb4_Row1_Floris,2,TabPFN-Fallback,199.6074299812317,414.540471862875,286.0026725778977,8.0,270.0,4.883732318878174,9.661709785461426,229.3544158935547,319.146728515625,4
Scenario 2,Turb4_Row1_Floris,2,GraphPFN,207.3880181312561,430.8258245267306,408.9273986816406,8.0,270.0,4.883732318878174,9.661709785461426,229.3544158935547,319.146728515625,4
Scenario 1,Turb5_Row1_Floris,0,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,0,Random,185.00682532787323,480.89449952637983,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,0,GP,192.57693672180176,500.7097439231992,191.27505508044564,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,0,TabPFN-Fallback,193.75219523906708,503.7517489894373,191.36839054524907,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,0,GraphPFN,187.15915203094482,486.5306922358503,186.68540954589844,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 2,Turb5_Row1_Floris,0,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,5.953377723693848,9.392614364624023,241.96958923339844,331.32073974609375,5
Scenario 2,Turb5_Row1_Floris,0,Random,185.00682532787323,480.89449952637983,,8.0,270.0,5.953377723693848,9.392614364624023,241.96958923339844,331.32073974609375,5
Scenario 2,Turb5_Row1_Floris,0,GP,187.80297434329987,488.20191299635127,410.9553966331236,8.0,270.0,5.953377723693848,9.392614364624023,241.96958923339844,331.32073974609375,5
Scenario 2,Turb5_Row1_Floris,0,TabPFN-Fallback,184.49742877483368,479.50049493080894,312.8635115375122,8.0,270.0,5.953377723693848,9.392614364624023,241.96958923339844,331.32073974609375,5
Scenario 2,Turb5_Row1_Floris,0,GraphPFN,188.31340551376343,489.5666630647901,374.9174499511719,8.0,270.0,5.953377723693848,9.392614364624023,241.96958923339844,331.32073974609375,5
Scenario 1,Turb5_Row1_Floris,1,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,1,Random,185.35526204109192,481.6927415124565,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,1,GP,195.4492540359497,508.1890733014374,195.44918293088145,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,1,TabPFN-Fallback,191.71809220314026,498.40910483939354,190.8141404032706,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,1,GraphPFN,185.69441854953766,482.8965170258179,186.47564697265625,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 2,Turb5_Row1_Floris,1,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,4.311367034912109,9.383280754089355,237.0242462158203,320.95794677734375,5
Scenario 2,Turb5_Row1_Floris,1,Random,185.35526204109192,481.6927415124565,,8.0,270.0,4.311367034912109,9.383280754089355,237.0242462158203,320.95794677734375,5
Scenario 2,Turb5_Row1_Floris,1,GP,186.13615930080414,483.78235361162916,442.1905013040696,8.0,270.0,4.311367034912109,9.383280754089355,237.0242462158203,320.95794677734375,5
Scenario 2,Turb5_Row1_Floris,1,TabPFN-Fallback,184.30420970916748,479.0011402031135,225.0640473663806,8.0,270.0,4.311367034912109,9.383280754089355,237.0242462158203,320.95794677734375,5
Scenario 2,Turb5_Row1_Floris,1,GraphPFN,195.42787444591522,508.12467104190046,368.5321960449219,8.0,270.0,4.311367034912109,9.383280754089355,237.0242462158203,320.95794677734375,5
Scenario 1,Turb5_Row1_Floris,2,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,2,Random,184.900985121727,480.77316619973175,,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,2,GP,193.54844748973846,503.2659152136292,195.49431498999337,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,2,TabPFN-Fallback,195.24115884304047,507.6323082395594,191.51734375953671,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 1,Turb5_Row1_Floris,2,GraphPFN,191.5031076669693,497.8759807074903,186.68934631347656,8.0,270.0,8.0,8.0,270.0,270.0,5
Scenario 2,Turb5_Row1_Floris,2,Do-Nothing,183.24129915237427,476.16290761587425,,8.0,270.0,4.281902313232422,9.722403526306152,232.42904663085938,316.0299072265625,5
Scenario 2,Turb5_Row1_Floris,2,Random,184.900985121727,480.77316619973175,,8.0,270.0,4.281902313232422,9.722403526306152,232.42904663085938,316.0299072265625,5
Scenario 2,Turb5_Row1_Floris,2,GP,187.9420725107193,488.47400301767766,516.0185774772115,8.0,270.0,4.281902313232422,9.722403526306152,232.42904663085938,316.0299072265625,5
Scenario 2,Turb5_Row1_Floris,2,TabPFN-Fallback,187.50070559978485,487.2818725950867,325.946899548173,8.0,270.0,4.281902313232422,9.722403526306152,232.42904663085938,316.0299072265625,5
Scenario 2,Turb5_Row1_Floris,2,GraphPFN,184.9463438987732,480.73559675627644,416.3157653808594,8.0,270.0,4.281902313232422,9.722403526306152,232.42904663085938,316.0299072265625,5
Scenario 1,Turb6_Row1_Floris,0,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,0,Random,174.81529355049133,545.843573696734,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,0,GP,188.5882362127304,589.0504632006613,188.7525738608808,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,0,TabPFN-Fallback,188.60862958431244,589.0504632006613,183.97139035662008,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,0,GraphPFN,177.91266703605652,555.554032165457,177.0298614501953,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row1_Floris,0,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row1_Floris,0,Random,174.81529355049133,545.843573696734,,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row1_Floris,0,GP,174.81529355049133,545.843573696734,405.34063720703125,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row1_Floris,0,TabPFN-Fallback,176.49513638019562,551.4222488746389,266.03336599469196,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row1_Floris,0,GraphPFN,174.31866145133972,544.2938607094094,406.5800476074219,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 1,Turb6_Row1_Floris,1,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,1,Random,175.03939497470856,546.4391433854015,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,1,GP,188.5882362127304,589.0504632006613,188.5882416335452,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,1,TabPFN-Fallback,188.5882362127304,589.0504632006613,182.7380841374397,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,1,GraphPFN,175.36424243450165,547.8365498183405,176.97605895996094,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row1_Floris,1,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row1_Floris,1,Random,175.03939497470856,546.4391433854015,,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row1_Floris,1,GP,175.04959046840668,546.5221765219826,454.4114555585457,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row1_Floris,1,TabPFN-Fallback,176.09741830825806,550.0920544491262,283.75609852373594,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row1_Floris,1,GraphPFN,188.5882362127304,589.0504632006613,369.0914306640625,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 1,Turb6_Row1_Floris,2,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,2,Random,174.68087363243103,545.5847496044405,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,2,GP,185.28346991539001,578.6711991499932,185.2834617465405,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,2,TabPFN-Fallback,188.60862958431244,589.0504632006613,181.88679673969747,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row1_Floris,2,GraphPFN,188.81657707691193,589.7179793595756,177.1529083251953,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row1_Floris,2,Do-Nothing,173.37406837940216,541.1965654711261,,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row1_Floris,2,Random,174.68087363243103,545.5847496044405,,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row1_Floris,2,GP,175.51232492923737,548.2696633846302,460.59919726415717,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row1_Floris,2,TabPFN-Fallback,177.68505787849426,554.8448461638701,243.17303977409992,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row1_Floris,2,GraphPFN,188.81657707691193,589.7179793595756,401.2098388671875,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 1,Turb6_Row2_Floris,0,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,0,Random,228.63233256340027,710.8889419580325,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,0,GP,233.05244314670563,724.8642498100085,233.49788944433053,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,0,TabPFN-Fallback,233.05244314670563,724.8642498100085,232.6352864106493,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,0,GraphPFN,231.32466733455658,719.3302196032981,229.7090606689453,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row2_Floris,0,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row2_Floris,0,Random,228.63233256340027,710.8889419580325,,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row2_Floris,0,GP,228.63233256340027,710.8889419580325,413.6891784667969,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row2_Floris,0,TabPFN-Fallback,229.287499666214,713.2295377435089,319.0459643900396,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 2,Turb6_Row2_Floris,0,GraphPFN,231.34754753112793,719.6617643761443,414.628173828125,8.0,270.0,5.380116939544678,9.496652603149414,244.34701538085938,309.2051696777344,6
Scenario 1,Turb6_Row2_Floris,1,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,1,Random,229.36458921432495,713.1355959766832,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,1,GP,233.02128720283508,724.8642498100085,233.0212851512431,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,1,TabPFN-Fallback,233.02128720283508,724.8642498100085,231.1115024884542,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,1,GraphPFN,229.52234590053558,713.8539280578365,229.79388427734375,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row2_Floris,1,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row2_Floris,1,Random,229.36458921432495,713.1355959766832,,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row2_Floris,1,GP,228.9679309129715,711.9589074050159,443.12642176803786,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row2_Floris,1,TabPFN-Fallback,228.83445799350739,711.5258289076467,342.20324089626473,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 2,Turb6_Row2_Floris,1,GraphPFN,231.47736740112305,720.0746030757305,379.6227111816406,8.0,270.0,5.7921037673950195,8.911274909973145,237.65065002441406,312.3567810058594,6
Scenario 1,Turb6_Row2_Floris,2,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,2,Random,229.44772517681122,713.6103989357246,,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,2,GP,231.34754753112793,719.6617643761443,231.34754918601155,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,2,TabPFN-Fallback,233.03682959079742,724.8642498100085,230.85637150605507,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 1,Turb6_Row2_Floris,2,GraphPFN,230.6481649875641,717.2976374830282,229.941650390625,8.0,270.0,8.0,8.0,270.0,270.0,6
Scenario 2,Turb6_Row2_Floris,2,Do-Nothing,227.86265885829926,708.361614900537,,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row2_Floris,2,Random,229.44772517681122,713.6103989357246,,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row2_Floris,2,GP,230.33910202980042,716.5810188311423,452.03610773376386,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
