scenario,layout,seed,method,reward,power,predicted_reward,test_wind_speed,test_wind_direction,train_wind_speed_min,train_wind_speed_max,train_wind_direction_min,train_wind_direction_max,n_turbines
Scenario 2,Turb6_Row2_Floris,2,TabPFN-Fallback,228.35650157928467,710.0203673978027,303.3697834312916,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 2,Turb6_Row2_Floris,2,GraphPFN,228.77737843990326,711.3540816539049,406.679931640625,8.0,270.0,4.725892066955566,9.363155364990234,227.5634765625,309.17230224609375,6
Scenario 1,Turb7_Row1_Floris,0,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,0,Random,167.91830813884735,612.2662321798535,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,0,GP,184.9583693742752,674.4613414185256,184.95837369133568,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,0,TabPFN-Fallback,176.6020792722702,644.014801125443,176.4593020379543,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,0,GraphPFN,170.44914042949677,621.4947068265052,170.28076171875,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 2,Turb7_Row1_Floris,0,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,4.60479736328125,9.536691665649414,240.258544921875,331.32073974609375,7
Scenario 2,Turb7_Row1_Floris,0,Random,167.91830813884735,612.2662321798535,,8.0,270.0,4.60479736328125,9.536691665649414,240.258544921875,331.32073974609375,7
Scenario 2,Turb7_Row1_Floris,0,GP,167.52386057376862,610.7483944000946,439.7068018816432,8.0,270.0,4.60479736328125,9.536691665649414,240.258544921875,331.32073974609375,7
Scenario 2,Turb7_Row1_Floris,0,TabPFN-Fallback,167.54870295524597,610.9669815988874,282.4224390039842,8.0,270.0,4.60479736328125,9.536691665649414,240.258544921875,331.32073974609375,7
Scenario 2,Turb7_Row1_Floris,0,GraphPFN,168.87482821941376,615.6188317727052,383.4227294921875,8.0,270.0,4.60479736328125,9.536691665649414,240.258544921875,331.32073974609375,7
Scenario 1,Turb7_Row1_Floris,1,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,1,Random,167.65343046188354,611.199071639455,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,1,GP,185.14051711559296,675.1424936461912,185.14051777799264,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,1,TabPFN-Fallback,184.9583693742752,674.4613414185256,177.98660321746553,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,1,GraphPFN,168.58016729354858,614.9909549880881,171.0135955810547,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 2,Turb7_Row1_Floris,1,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,4.311367034912109,8.973167419433594,215.7742919921875,332.0008544921875,7
Scenario 2,Turb7_Row1_Floris,1,Random,167.65343046188354,611.199071639455,,8.0,270.0,4.311367034912109,8.973167419433594,215.7742919921875,332.0008544921875,7
Scenario 2,Turb7_Row1_Floris,1,GP,167.65343046188354,611.199071639455,377.24444580078125,8.0,270.0,4.311367034912109,8.973167419433594,215.7742919921875,332.0008544921875,7
Scenario 2,Turb7_Row1_Floris,1,TabPFN-Fallback,166.82638680934906,608.2671564644575,248.06248444318777,8.0,270.0,4.311367034912109,8.973167419433594,215.7742919921875,332.0008544921875,7
Scenario 2,Turb7_Row1_Floris,1,GraphPFN,175.6617854833603,640.5706681368557,378.73419189453125,8.0,270.0,4.311367034912109,8.973167419433594,215.7742919921875,332.0008544921875,7
Scenario 1,Turb7_Row1_Floris,2,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,2,Random,168.20194458961487,613.4353326638416,,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,2,GP,178.45810210704803,650.6455564018725,177.92726393177654,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,2,TabPFN-Fallback,180.41992783546448,658.0080673829021,174.168626671036,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 1,Turb7_Row1_Floris,2,GraphPFN,174.08858847618103,634.8212306284458,169.92396545410156,8.0,270.0,8.0,8.0,270.0,270.0,7
Scenario 2,Turb7_Row1_Floris,2,Do-Nothing,166.34695756435394,606.3648241490321,,8.0,270.0,3.463167905807495,9.33950424194336,230.60751342773438,311.1340637207031,7
Scenario 2,Turb7_Row1_Floris,2,Random,168.20194458961487,613.4353326638416,,8.0,270.0,3.463167905807495,9.33950424194336,230.60751342773438,311.1340637207031,7
Scenario 2,Turb7_Row1_Floris,2,GP,173.00725889205933,631.4007056766092,427.81676444881396,8.0,270.0,3.463167905807495,9.33950424194336,230.60751342773438,311.1340637207031,7
Scenario 2,Turb7_Row1_Floris,2,TabPFN-Fallback,171.86196339130402,626.7264586252369,249.92645183950668,8.0,270.0,3.463167905807495,9.33950424194336,230.60751342773438,311.1340637207031,7
Scenario 2,Turb7_Row1_Floris,2,GraphPFN,170.9129934310913,623.2519786135308,389.86346435546875,8.0,270.0,3.463167905807495,9.33950424194336,230.60751342773438,311.1340637207031,7
Scenario 1,Turb8_Row1_Floris,0,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,0,Random,163.69800090789795,682.7054461998567,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,0,GP,183.1626331806183,763.8202365524213,172.05775866095314,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,0,TabPFN-Fallback,173.69445669651031,724.4250857001566,171.2041633576155,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,0,GraphPFN,172.2340282201767,718.3500324764409,165.20741271972656,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 2,Turb8_Row1_Floris,0,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,4.60479736328125,10.395442962646484,211.2790985107422,325.9161071777344,8
Scenario 2,Turb8_Row1_Floris,0,Random,163.69800090789795,682.7054461998567,,8.0,270.0,4.60479736328125,10.395442962646484,211.2790985107422,325.9161071777344,8
Scenario 2,Turb8_Row1_Floris,0,GP,163.69800090789795,682.7054461998567,414.8145446777344,8.0,270.0,4.60479736328125,10.395442962646484,211.2790985107422,325.9161071777344,8
Scenario 2,Turb8_Row1_Floris,0,TabPFN-Fallback,164.42786264419556,685.7623601680733,334.13464085261035,8.0,270.0,4.60479736328125,10.395442962646484,211.2790985107422,325.9161071777344,8
Scenario 2,Turb8_Row1_Floris,0,GraphPFN,169.6310352087021,707.5084123803679,416.1752014160156,8.0,270.0,4.60479736328125,10.395442962646484,211.2790985107422,325.9161071777344,8
Scenario 1,Turb8_Row1_Floris,1,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,1,Random,162.2810605764389,676.67423821048,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,1,GP,175.3836793899536,731.2042502603845,175.38368227173459,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,1,TabPFN-Fallback,183.06157648563385,763.3962506887715,170.3873579601446,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,1,GraphPFN,162.99469077587128,680.0639084024857,165.49383544921875,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 2,Turb8_Row1_Floris,1,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,4.404353618621826,9.937406539916992,227.24351501464844,307.3428955078125,8
Scenario 2,Turb8_Row1_Floris,1,Random,162.2810605764389,676.67423821048,,8.0,270.0,4.404353618621826,9.937406539916992,227.24351501464844,307.3428955078125,8
Scenario 2,Turb8_Row1_Floris,1,GP,174.839289188385,729.1968541529774,465.7340572199026,8.0,270.0,4.404353618621826,9.937406539916992,227.24351501464844,307.3428955078125,8
Scenario 2,Turb8_Row1_Floris,1,TabPFN-Fallback,167.29135715961456,697.5350467724534,265.22435573736846,8.0,270.0,4.404353618621826,9.937406539916992,227.24351501464844,307.3428955078125,8
Scenario 2,Turb8_Row1_Floris,1,GraphPFN,168.79192996025085,703.7694624414421,376.4317626953125,8.0,270.0,4.404353618621826,9.937406539916992,227.24351501464844,307.3428955078125,8
Scenario 1,Turb8_Row1_Floris,2,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,2,Random,162.73735070228577,678.8106540723214,,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,2,GP,183.11262011528015,763.6096028636155,174.2563785289287,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,2,TabPFN-Fallback,174.32013607025146,727.0422921379065,170.40738352139797,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 1,Turb8_Row1_Floris,2,GraphPFN,167.67879736423492,699.3524536859098,165.0228729248047,8.0,270.0,8.0,8.0,270.0,270.0,8
Scenario 2,Turb8_Row1_Floris,2,Do-Nothing,161.12789499759674,671.7915695006956,,8.0,270.0,5.19812536239624,9.363155364990234,216.28810119628906,309.17230224609375,8
Scenario 2,Turb8_Row1_Floris,2,Random,162.73735070228577,678.8106540723214,,8.0,270.0,5.19812536239624,9.363155364990234,216.28810119628906,309.17230224609375,8
Scenario 2,Turb8_Row1_Floris,2,GP,171.81045639514923,717.3975208921574,464.0659607823831,8.0,270.0,5.19812536239624,9.363155364990234,216.28810119628906,309.17230224609375,8
Scenario 2,Turb8_Row1_Floris,2,TabPFN-Fallback,171.81045639514923,717.3975208921574,362.21224548419315,8.0,270.0,5.19812536239624,9.363155364990234,216.28810119628906,309.17230224609375,8
Scenario 2,Turb8_Row1_Floris,2,GraphPFN,164.1388932466507,684.3836967894181,408.09222412109375,8.0,270.0,5.19812536239624,9.363155364990234,216.28810119628906,309.17230224609375,8
Scenario 1,Turb9_Row1_Floris,0,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,0,Random,161.38708066940308,757.7193791555305,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,0,GP,165.7138432264328,778.0722673406556,166.60733583895336,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,0,TabPFN-Fallback,171.91092813014984,807.1059116162796,166.61662123103932,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,0,GraphPFN,161.08858275413513,756.2821314613391,161.587158203125,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 2,Turb9_Row1_Floris,0,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,5.298114776611328,10.395442962646484,207.87326049804688,306.4402160644531,9
Scenario 2,Turb9_Row1_Floris,0,Random,161.38708066940308,757.7193791555305,,8.0,270.0,5.298114776611328,10.395442962646484,207.87326049804688,306.4402160644531,9
Scenario 2,Turb9_Row1_Floris,0,GP,158.76158273220062,745.3631956648726,502.47855532808114,8.0,270.0,5.298114776611328,10.395442962646484,207.87326049804688,306.4402160644531,9
Scenario 2,Turb9_Row1_Floris,0,TabPFN-Fallback,158.09365963935852,742.3469077050253,345.807180762291,8.0,270.0,5.298114776611328,10.395442962646484,207.87326049804688,306.4402160644531,9
Scenario 2,Turb9_Row1_Floris,0,GraphPFN,161.08858275413513,756.2821314613391,370.7909851074219,8.0,270.0,5.298114776611328,10.395442962646484,207.87326049804688,306.4402160644531,9
Scenario 1,Turb9_Row1_Floris,1,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,1,Random,158.0142582654953,741.7789695144844,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,1,GP,168.55717933177948,791.4355000599894,167.94933433929785,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,1,TabPFN-Fallback,161.91005218029022,760.0993279087102,165.6214260955651,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,1,GraphPFN,158.96225702762604,746.6418704969889,160.90643310546875,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 2,Turb9_Row1_Floris,1,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,5.027004241943359,9.035989761352539,220.84872436523438,307.3428955078125,9
Scenario 2,Turb9_Row1_Floris,1,Random,158.0142582654953,741.7789695144844,,8.0,270.0,5.027004241943359,9.035989761352539,220.84872436523438,307.3428955078125,9
Scenario 2,Turb9_Row1_Floris,1,GP,159.3510468006134,748.0049319608272,409.76062876065436,8.0,270.0,5.027004241943359,9.035989761352539,220.84872436523438,307.3428955078125,9
Scenario 2,Turb9_Row1_Floris,1,TabPFN-Fallback,158.6272051334381,744.9999798110231,224.84868068496382,8.0,270.0,5.027004241943359,9.035989761352539,220.84872436523438,307.3428955078125,9
Scenario 2,Turb9_Row1_Floris,1,GraphPFN,162.83899629116058,764.6330362740716,349.0348205566406,8.0,270.0,5.027004241943359,9.035989761352539,220.84872436523438,307.3428955078125,9
Scenario 1,Turb9_Row1_Floris,2,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,2,Random,158.4085432291031,743.9070422340242,,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,2,GP,170.01940488815308,798.2939492796016,170.01940932352355,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,2,TabPFN-Fallback,175.74816071987152,825.0700819181843,167.89738484223676,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 1,Turb9_Row1_Floris,2,GraphPFN,162.84364640712738,764.6330362740716,160.7822723388672,8.0,270.0,8.0,8.0,270.0,270.0,9
Scenario 2,Turb9_Row1_Floris,2,Do-Nothing,157.12470722198486,737.5194849939106,,8.0,270.0,3.8120057582855225,9.661709785461426,235.4631805419922,309.17230224609375,9
Scenario 2,Turb9_Row1_Floris,2,Random,158.4085432291031,743.9070422340242,,8.0,270.0,3.8120057582855225,9.661709785461426,235.4631805419922,309.17230224609375,9
Scenario 2,Turb9_Row1_Floris,2,GP,161.44153249263763,758.0584503252419,483.01036278524606,8.0,270.0,3.8120057582855225,9.661709785461426,235.4631805419922,309.17230224609375,9
Scenario 2,Turb9_Row1_Floris,2,TabPFN-Fallback,169.07667517662048,793.7733973241625,296.90412583450467,8.0,270.0,3.8120057582855225,9.661709785461426,235.4631805419922,309.17230224609375,9
Scenario 2,Turb9_Row1_Floris,2,GraphPFN,163.78357410430908,769.0444270078854,393.9586181640625,8.0,270.0,3.8120057582855225,9.661709785461426,235.4631805419922,309.17230224609375,9
Scenario 1,Turb_TCRWP_Floris,0,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,0,Random,167.59476602077484,2795.711739407786,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,0,GP,172.56184077262878,2878.5760575496433,172.5618349131731,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,0,TabPFN-Fallback,169.82806277275085,2832.951830842233,168.7511921525001,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,0,GraphPFN,163.12495601177216,2721.3070028384686,166.628173828125,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb_TCRWP_Floris,0,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb_TCRWP_Floris,0,Random,167.59476602077484,2795.711739407786,,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb_TCRWP_Floris,0,GP,167.59476602077484,2795.711739407786,368.60227150911237,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb_TCRWP_Floris,0,TabPFN-Fallback,165.95778858661652,2768.3178750978877,349.3263191382089,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 2,Turb_TCRWP_Floris,0,GraphPFN,165.53048717975616,2761.61325961441,359.4905700683594,8.0,270.0,6.015547752380371,9.766475677490234,233.87734985351562,308.5113220214844,32
Scenario 1,Turb_TCRWP_Floris,1,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,1,Random,161.87318348884583,2700.0916645153766,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,1,GP,169.29819929599762,2824.445769931332,169.29820145213125,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,1,TabPFN-Fallback,166.62565219402313,2779.7516949903597,167.43710585435235,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,1,GraphPFN,166.29485619068146,2774.6811482962867,165.39581298828125,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb_TCRWP_Floris,1,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb_TCRWP_Floris,1,Random,161.87318348884583,2700.0916645153766,,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb_TCRWP_Floris,1,GP,162.75029337406158,2714.984933424141,374.3716742247493,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb_TCRWP_Floris,1,TabPFN-Fallback,165.9746195077896,2768.7086691243085,282.75867590308206,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 2,Turb_TCRWP_Floris,1,GraphPFN,169.0520180463791,2820.8405830127026,336.6021423339844,8.0,270.0,4.404353618621826,9.63210391998291,229.61468505859375,309.8233337402344,32
Scenario 1,Turb_TCRWP_Floris,2,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,2,Random,165.06497418880463,2753.7519113456874,,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,2,GP,170.7977478504181,2848.9451390848117,170.77074287699668,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,2,TabPFN-Fallback,169.2391059398651,2823.027517462766,168.19739536444348,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 1,Turb_TCRWP_Floris,2,GraphPFN,166.09241449832916,2771.4291280119655,166.04400634765625,8.0,270.0,8.0,8.0,270.0,270.0,32
Scenario 2,Turb_TCRWP_Floris,2,Do-Nothing,161.44240999221802,2692.400475718688,,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb_TCRWP_Floris,2,Random,165.06497418880463,2753.7519113456874,,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb_TCRWP_Floris,2,GP,165.06497418880463,2753.7519113456874,356.5606689453125,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb_TCRWP_Floris,2,TabPFN-Fallback,167.0437343120575,2786.6469695851615,375.16624791423476,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 2,Turb_TCRWP_Floris,2,GraphPFN,164.6422027349472,2746.8764140365092,357.4683837890625,8.0,270.0,5.236491680145264,9.176079750061035,230.1637420654297,322.4348449707031,32
Scenario 1,WMR_Floris,0,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,0,Random,470.9833073616028,8474.017897074189,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,0,GP,473.6889617443085,8522.256756274626,473.6889649044371,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,0,TabPFN-Fallback,473.84806847572327,8525.11662545268,472.54809697469085,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,0,GraphPFN,471.2268624305725,8478.381574042374,471.440673828125,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 2,WMR_Floris,0,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,4.171700954437256,9.510956764221191,224.99717712402344,327.4900207519531,35
Scenario 2,WMR_Floris,0,Random,470.9833073616028,8474.017897074189,,8.0,270.0,4.171700954437256,9.510956764221191,224.99717712402344,327.4900207519531,35
Scenario 2,WMR_Floris,0,GP,470.9833073616028,8474.017897074189,443.62286376953125,8.0,270.0,4.171700954437256,9.510956764221191,224.99717712402344,327.4900207519531,35
Scenario 2,WMR_Floris,0,TabPFN-Fallback,472.38009333610535,8498.90920973856,470.20893730719877,8.0,270.0,4.171700954437256,9.510956764221191,224.99717712402344,327.4900207519531,35
Scenario 2,WMR_Floris,0,GraphPFN,471.68514132499695,8486.514043259882,444.240966796875,8.0,270.0,4.171700954437256,9.510956764221191,224.99717712402344,327.4900207519531,35
Scenario 1,WMR_Floris,1,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,1,Random,471.0353333950043,8474.91791648722,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,1,GP,473.3789532184601,8516.72047370731,473.3677969548286,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,1,TabPFN-Fallback,472.73436522483826,8505.245570509429,472.5999392072358,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,1,GraphPFN,470.8623614311218,8471.803280273283,471.6695556640625,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 2,WMR_Floris,1,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,4.5910325050354,9.681029319763184,241.34912109375,289.57537841796875,35
Scenario 2,WMR_Floris,1,Random,471.0353333950043,8474.91791648722,,8.0,270.0,4.5910325050354,9.681029319763184,241.34912109375,289.57537841796875,35
Scenario 2,WMR_Floris,1,GP,471.0353333950043,8474.91791648722,452.1922302246094,8.0,270.0,4.5910325050354,9.681029319763184,241.34912109375,289.57537841796875,35
Scenario 2,WMR_Floris,1,TabPFN-Fallback,470.8602135181427,8471.827073713723,469.01763782898576,8.0,270.0,4.5910325050354,9.681029319763184,241.34912109375,289.57537841796875,35
Scenario 2,WMR_Floris,1,GraphPFN,471.4704124927521,8482.657944225271,452.5311584472656,8.0,270.0,4.5910325050354,9.681029319763184,241.34912109375,289.57537841796875,35
Scenario 1,WMR_Floris,2,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,2,Random,471.47109293937683,8482.673182081619,,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,2,GP,473.7272973060608,8522.986202614044,473.71305747894337,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,2,TabPFN-Fallback,472.7591292858124,8505.676179817243,472.7551198005674,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 1,WMR_Floris,2,GraphPFN,472.0037693977356,8492.201420257554,471.5451965332031,8.0,270.0,8.0,8.0,270.0,270.0,35
Scenario 2,WMR_Floris,2,Do-Nothing,475.01110649108887,8545.766650819987,,8.0,270.0,5.957923889160156,9.865653991699219,233.5397186279297,323.7864990234375,35
Scenario 2,WMR_Floris,2,Random,471.47109293937683,8482.673182081619,,8.0,270.0,5.957923889160156,9.865653991699219,233.5397186279297,323.7864990234375,35
Scenario 2,WMR_Floris,2,GP,471.47109293937683,8482.673182081619,441.6258544921875,8.0,270.0,5.957923889160156,9.865653991699219,233.5397186279297,323.7864990234375,35
Scenario 2,WMR_Floris,2,TabPFN-Fallback,472.7559108734131,8505.581731791264,467.1888430515925,8.0,270.0,5.957923889160156,9.865653991699219,233.5397186279297,323.7864990234375,35
Scenario 2,WMR_Floris,2,GraphPFN,471.20126581192017,8477.905577259313,442.21185302734375,8.0,270.0,5.957923889160156,9.865653991699219,233.5397186279297,323.7864990234375,35
